description,variety,country,price,points
"Hugely ripe Merlot is at the core of this rich wine. It is opulent, rounded and packed with dark plum-juice flavors. It verges on too much, too rich and too generous. What redeems it is the Bordeaux structure and final dry aftertaste.",Bordeaux-style Red Blend,France,30.0,87
"Made in collaboration between Frescobaldi and prisoners of the Gorgona penal colony, this offers delicate aromas of ripe orchard fruit, white flower and a whiff of Mediterranean scrub. The round palate offers dried apricot and citrus before a savory finish.",White Blend,Italy,146.0,89
"It was fascinating to compare this to Two Paddocks' regular bottling. The Last Chance is slightly richer, but otherwise features many of the same elements: smoke, tart cherries and delicate herbal notes. Despite the extra concentration, it's still supple and approachable now.",Pinot Noir,New Zealand,75.0,90
"Stalky, damp, funky aromas are not unusual for Elqui wines. This is mild in feel and registers as being in the Pinot Noir range. Rooty, bitter flavors are rustic and low on fruit. Heat on the finish is of no help.",Pinot Noir,Chile,14.0,83
"This is a perfumed wine, spicy and textured. It is off-dry which gives it a warm character, apples and white fruits over a rounded texture. It could age another few months and will be more balanced from 2016.",Riesling,France,35.0,88
"Very ripe, this offers sweet cherry and cinnamon aromas, equally enticing red cherry flavors plus great balance and purity. Full-bodied, it has silky texture and a long finish. A sweet oak influence is evident.",Pinot Noir,US,65.0,93
"A nice wine, good and dry. It has forward peach, pineapple, apricot and oaky vanilla and caramel flavors, and a finely acidic finish.",Chardonnay,US,20.0,85
"Menthol adds a lifted quality to scents of sweet cherry and plum on this pretty, light-bodied Pinot. On the palate, sweet berries and prune are edged with a frame of gentle tannins and a hint of bitterness. Finishes with a soft whiff of barnyard and forest floor.",Pinot Noir,US,30.0,85
"The classic Bordeaux white blend of Sauvignon Blanc and Sémillon has produced a light and fruity wine. It has some attractive green plum and currant flavors that are lined with clean, pure acidity. Drink the wine now.",Bordeaux-style White Blend,France,12.0,85
"Grassy, herbal notes add an interesting edge and characterize this luminous sparkling wine. It offers nice, tonic bubbling and focused aromas of lemon, lime and white flower. It tastes lush and crisp on the close with creamy foam and soft bubbles.",Chardonnay,Italy,16.0,86
"Aria is a stunning Chianti Classico, boasting earthy, underbrush aromas with hints of subdued oak. The palate delivers fabulous, juicy plum and black-cherry layered with well integrated vanilla and espresso. It's still tight and tannic so give this a few more years.",Sangiovese,Italy,28.0,92
"Light in color, this is a fruity, softly tannic and lightweight wine. It brings out red fruits that are now maturing, giving spice and a touch of pepper with final acidity. Drink now.",Pinot Noir,France,17.0,85
"This is sweet, soft and easy to drink, despite its scoury mouthfeel. It has fruity raspberry, strawberry and lime flavors.",Sparkling Blend,US,22.0,86
"This smells like plums and blueberries, tastes smooth and rather rich, showing light spicy, oak accents over the plummy flavors. It's medium bodied, rather light on tannins and acidity, so it has a soft texture overall.",Cabernet Franc,US,18.0,84
"This is an approachable, affordable wine that impresses on every level. It combines raspberry, vanilla and plum flavors with juicy, moderate acidity and rounded texture, the fruit accented with clove, cedar and bay leaf notes.",Cabernet Sauvignon,US,30.0,88
"Soft in texture and semi-sweet, this simple Merlot has sugary cherry and blackberry flavors.",Merlot,US,8.0,82
"Aromas of black berry and spice are accompanied by black cherry, raspberry and white pepper flavors. Simple but well made, this wine should be enjoyed young to capture the fresh fruit flavors.",Dolcetto,Italy,16.0,86
"Named after the Tyto Alba, the barn owl that lives in the forests around the vineyard, the wine shows a tropical fruit side of Sauvignon Blanc. Mango and pineapple dominate the ripe character of the wine. It is aromatic, just hinting at something more herbal. Drink from 2017.",Sauvignon Blanc,Portugal,23.0,88
"Light red in color, this rosé comes from one of the few grapes with red flesh, and is luscious as expected. Aromas of baked cherries, vanilla bean and strawberry pull in the nose, and the palate comes through with fruit punch, stewed red fruit and exotic orange notes. It's a crowd pleaser.",Alicante Bouschet,US,24.0,87
"The aromas are somewhat light considering the variety and style, with notes of orange peel and flower. It drinks sweet, finishing with orange flavors. It's enjoyable but the concentration doesn't seem all there.",Viognier,US,22.0,88
"From the biodynamic block at Wallula, this is truly a bone-dry style, with intense concentration. It's fruity and complex, with grapefruit and lemon rind flavors that are backed with astonishing minerality. The acidity is high but natural and perfectly integrated. The dry extract gives texture to an amazingly-long finish.",Riesling,US,25.0,94
"Harsh, sweet and sour, this has a gluey texture that frames the cherry cough-medicine flavors.",Cabernet Sauvignon,US,18.0,80
"Fresh tangerine, apple and pear notes extend from nose to finish on this unoaked Chardonnay. Medium bodied and crisp with acidity, it's refreshing and balanced, but there's a touch of ramp and earth that lingers mysteriously.",Chardonnay,US,15.0,86
"Vibrant and spicy, this savory red delivers aromas and flavors of ripe blackberry, black cherry, ground pepper and chopped Mediterranean herb. Firm, fine-grained tannins support the juicy flavors. An anise note backs up the finish.",Carignano,Italy,14.0,89
"Too sharp in texture, with a cut of acidity that emphasizes the white pepper, and seems to bring out some greenness. Other than that, you'll find a smoothly tannic wine, with blackberry and currant fruit.",Syrah,US,33.0,86
"This Barbera has muscular, robust and tangy flavors of dark plum and blackberry, with a finish that's distinctly smoky, akin to pipe tobacco. Enjoy this with a host of hearty foods, ranging from pasta to smoked meats.",Barbera,US,18.0,87
"This is a strange rosato made with the Sagrantino grape that shows the natural astringency of this native grape from Umbria and follows with heavy aromas of ripe citrus fruit, pineapple and even a savory touch of old spice. It also shows a touch of sweetness on the close.",Sagrantino,Italy,21.0,84
"Harsh and jammy, with thin flavors of cherries and pepper, accompanied by sharp acids. Okay in a pinch.",Shiraz,US,8.0,82
"Produced in the Entre-deux-Mers region, this light, fresh wine has young tannins and stalky black-currant flavors. It is crisp with lively acidity and a juicy aftertaste. Give it another few months and drink from late 2016.",Bordeaux-style Red Blend,France,11.0,85
"This soft, tank-aged wine has attractive apple fruits, a touch of citrus and crisp acidity. Light and fruity, it is ready to drink.",Chardonnay,France,12.0,84
"Focused, deep and rich, this lovely vineyard designate is dotted with notes of charcoal, caramel and mocha. It offers both power and finesse, a rare combination, with persistent flavors, anchored on a substantial core of raspberry and cherry fruit. Drink now through 2026.",Pinot Noir,US,36.0,93
"This opens with characteristic aromas of wild berry, wet earth, white truffle and roasted coffee bean. It feels rich and concentrated in the mouth, but never heavy or sticky.",Sangiovese,Italy,26.0,90
"A lesson in contrasts: the nose is both weedy and sweet, with green strawberry aromas mixing with caramel. The palate is also green and slightly bitter, but that's offset by some jammy berry sweetness. Medium in terms of weight, but with burdensome sugars and a clumsy finish.",Tempranillo,Spain,15.0,82
"With cherry, black raspberry, red currant and licorice flavors wrapped into an elegantly light body, this Merlot may appeal to consumers who find Cabernet Sauvignon too heavy. It's an easy commercial wine to drink now.",Merlot,US,23.0,85
"While the small coastal appellation of Colares, just north of Lisbon, is better known for its reds, it does produce even smaller quantities of white Malvasia de Colares. This wine is perfumed, ripe with honeyed notes as well as a salty, mineral character. The aftertaste shows the spice from short wood aging. Drink now.",Malvasia,Portugal,30.0,88
"Light and clear in color, this impish wine needs time to grow up in the bottle, its profile momentarily giving way almost entirely to savory Asian five-spice and a sharp acidity that should interweave together expertly over the years. Vibrant and complex, the fruit is sultry and dusted in earth. Set this one down through 2017.",Pinot Noir,US,48.0,90
"A switch of vineyard sources—to Sagemoor and Conner Lee—has led to the best Chardonnay yet from DaMa. Rich, full and fleshy, this is a riot of stone fruits. In the mouth it's smooth and luscious, with a pleasing, textural finish.",Chardonnay,US,21.0,90
"Showing an enormous blast of cherries and raspberries, this Pinot is saved from being a fruit bomb by earthy, mushroomy complexities and a hit of acidity that makes the mouth water. It's way too young now, and should easily take 5–7 years in the cellar to come around.",Pinot Noir,US,80.0,92
"Castello d'Albola's Chianti Classico has a typical fragrance of ripe berry accented with hints of violet and spice. The bright palate delivers ripe, red cherry and white pepper along with round tannins. Pair it with pasta topped with ragù or barbecued steaks.",Red Blend,Italy,19.0,88
"This is heavy and raisiny, with ripe earth and mineral aromas that are suggestive of Port. It feels loaded and scratchy, with licorice, prune and pepper flavors that finish short and with some heat. A bullish style to drink now.",Tinta de Toro,Spain,15.0,87
"This Bordeaux-style blend includes 62% Cabernet Sauvignon, 24% Merlot and 14% Cab Franc. It's a balanced and fine-tuned effort, with a lovely mix of tart, sleek, red and purple fruits. There's a nice underpinning of dried herb, ripe tannins, and a graceful, lingering finish. At almost six years of age, the wine remains fresh and lively.",Bordeaux-style Red Blend,US,50.0,93
"Brisk acidity and a lean but smooth profile characterize this taut, somewhat tart wine.  A very inviting vouquet with cherry, cinnamon, clove, cedar, and tobacco notes sets a pretty stage for the palate, but after the great setup the wine delivers rather uninspired and predictable tart berry and sour cherry Barbera flavors.  The sour plum and earth finish is full but quite dry.",Barbera,Italy,10.0,84
"Véronique Barthe is the first woman to manage the estate that has been in the Barthe family since 1789. She delivered a light and bright wine, poised and stylish with its crisp fruit and tangy acidity. A delicious burst of citrus at the end continues the theme of this fruity wine.",Rosé,France,14.0,87
"Ferrari's rosé sparkler offers distinctive aromas of freshly baked bread and yeast followed by wild berries, stone fruit and citrus. The mouthfeel is intense and generous and this wine boasts a particularly creamy, full and satisfying mouthfeel.",Sparkling Blend,Italy,30.0,90
"Bright purple flowers, boysenberries, tar and a waxy, fruit-coating aroma show on the nose of this bottling from a vineyard near Los Alamos that is known for Rhône varietals. Tart boysenberry, plum, raspberry and elderberry appear on the sip, which is strong in acidity. Touches of white pepper, oregano, anise and charcoal accent the finish.",Syrah,US,39.0,88
"This is purple in color, with a saturated, rubbery aroma that folds in notes of leather, chocolate and blackberry. It's full and lush, with flavors of lemon, grainy oak, coffee and charred black fruit. Dark, oaky and charred on the finish, it needs a lot of air. Predominantly Malbec, with small additions of Syrah and Cabernet Sauvignon.",Malbec,Chile,17.0,87
"Quite dark, smoky and well along the path to full maturity, the fruit in this single-vineyard Cab is initially overshadowed completely by scents of charred wood. The soft cherry fruit seems wrapped—indeed soaked—in barrel flavors. With substantial breathing time, the fruit comes up and the tannins subside, at least enough to accompany a grilled steak or burger.",Cabernet Sauvignon,US,53.0,87
"Medium in build and lengthy with layers of flavor, this vineyard-designate offers a wealth of rhubarb, pomegranate, cherry and black tea, the background built around strong notions of forest floor.",Pinot Noir,US,60.0,90
"The aromas on this Carignan-Syrah blend are gritty and suggest asphalt, smoked meat and dark berry notes. It feels electric and tight on the palate, yet controlled, with rubbery tannins and plenty of herb, pepper, spice and licorice notes to go with the oak-infused berry flavor.",Red Blend,Chile,35.0,89
"Soft and easy, this Cabernet has flavors of blackberries, cherries, herbs and sweet oak. It's an easy wine to drink now with steaks and chops.",Cabernet Sauvignon,US,20.0,86
"Crisp with a taste of New Zealand grass, this wine offers pear, lemon and a pinch of fig on the finish amid layers of acidity.",Sauvignon Blanc,US,10.0,86
"This aromatic, perfumed wine is deliciously fruity and crisp, with fine acidity and kiwi-like flavors. Its citrus and apple fruit is bright and lively, with plenty of spice and pepper in the texture. It's ready to drink now but will be better in 2018.",Muscadelle,France,29.0,90
"Condensed aromas of blackberry, black plum, licorice and marzipan cover both the dark and sweet sides of what full-force Malbec can offer. This feels wide, grabby and spongy, while rich blackberry flavors fold in herbal offsets and sweet prune notes. This feels a bit tartaric and gappy on the finish, but overall it's an excellent Malbec to drink through 2021.",Malbec,Argentina,50.0,92
"There is way too much acidity here, and it's exagerrated by the wine's soft, unfocused texture. Notes of bitter toast and dark tannins are rather unbalanced.",Bordeaux-style Red Blend,France,20.0,83
"Ripe and full, this tempers the natural richness of Volnay with the restraint of tannins and layers of wood. The red fruit flavors are given a boost by the young acidity that needs time to calm down. Age for 3–4 years.",Pinot Noir,France,43.0,91
"This has been a consistent bottling from Wolff. The '06 shows classic Edna Valley acidity and very ripe, long hangtime fruit flavors of pineapples, Key limes, papayas and mangoes. It finishes with rich honey, but the wine is thoroughly dry.",Chardonnay,US,21.0,87
"This is a soft, earthy wine, with dried herb and currant flavors. It comes down on the subtle side, with a bit of oak influence adding richness to the wine's otherwise dry texture. Drink soon.",Cabernet Sauvignon,US,55.0,87
"Jammy smelling but also lean and minty. The palate is almost sour, a bit better later on, but never does it rise above tight, lean and tart. Mesache means youthful but youth is wasted on the young in this case. Garnacha, Cabernet Sauvignon, Syrah and the indigenous Parraleta.",Red Blend,Spain,11.0,81
"The softest of the Pouilly Fuissés produced by Duboeuf, this is a smooth, creamy and toasty wine. A peach note and warm, ripe fruits dominate. Very ready to drink.",Chardonnay,France,21.0,85
"Firm but fully ripe, this mixes black cherry and dark chocolate in a tight and chewy style. It's already showing a slight hint of browning, but aerating it aggressively is recommended, or wait until 2017–2018 before drinking.",Pinot Noir,US,28.0,89
"As with most of the winery's efforts, this is 100% varietal. Mineral, citrus and wild raspberry fruit flavors dive deeply into the palate; the raspberries in particular are intensely flavorful. The penetration, elegance and power are persuasive.",Mourvèdre,US,30.0,90
"Aromas of bluish-black fruit, blue iris, menthol and aromatic herbs lead the nose of this 65% Sangiovese and 35% Cabernet Sauvignon blend. The palate offers dried black cherries, blackberries, coffee, tobacco and sage alongside firm, polished tannins. A note of ground aniseed closes the finish.",Red Blend,Italy,69.0,92
"This wine has plenty of fruit, but even in the open 2013 vintage, it is still firm, structured and with nervy minerality. The richness and the ripe yellow fruits are still to come, meaning that this complex wine should wait until 2018.",Chardonnay,France,160.0,93
Ripasso Il Vegro offers a rich and meaty bouquet with aromas of cured beef and honey roasted ham. There are also bright fruit tones of cherry and blackberry and the wine adds a crisp touch of sour cranberry at the very end.,"Corvina, Rondinella, Molinara",Italy,22.0,88
"Here's a tight, streamlined Brunello characterized by a toasted or charred almond note and bright forest notes of wild berry and underbrush. The mouthfeel is lean and tight, and there's a tannic firmness that holds it together.",Sangiovese Grosso,Italy,50.0,89
"This opens with aromas suggesting underbrush, scorched earth, chopped herb and dried berry. The straightforward palate delivers concentrated black cherry, black currant and dark spice set against rounded tannins. A coffee note signals the close.",Red Blend,Italy,20.0,88
"Almost black in color, this prestige 100% Malbec cuvée is as intense as it is powerful. Dark and brooding, still very young, it shows its wood aging strongly. As it ages, this richness will mellow well to give a concentrated while stylish wine. This small-production wine is named after a statue of Notre Dame in the vineyards of this family estate taken over by daughter Martine and husband Serge Costes 20 years ago. Drink from 2019.",Malbec,France,55.0,92
"From Marchese Lodovico Antinori's beautiful wine estate in Bibbona, this boasts the heritage of the great super Tuscan family to which it belongs. The blend is Cabernet Franc, Cabernet Sauvignon, Merlot and Petit Verdot, and the overall effect is simply gorgeous. Richness, generosity and persistence characterize the mouthfeel, and the bouquet is driven by aromas of red cherry, chocolate and spice. Drink after 2015.",Red Blend,Italy,80.0,93
"Merlot needs more concentration than this in order to really shine as a stand-alone varietal wine. This is thin, green, and simply generic. Pomegranate fruit peeks through, quickly overlaid with weedy tannins.",Merlot,US,25.0,85
"Smelling of pure Syrah, annotated with rock and white pepper, this is graceful, muscular and compact. The wild blueberry fruit is not too sweet and has a clean, resonant finish. It still needs time to knit together and bring the barrel flavors into focus.",Syrah,US,40.0,90
"Here's a pretty Pinot that captures the balanced terroir of Anderson Valley. It's not a big, ageworthy wine, more of a village-type, but elegant and savory in cherry, cola and spice flavors. The crispness makes it an exceptionally food-friendly red wine.",Pinot Noir,US,30.0,88
"Delicately perfumed and elegant, this offers scents of jasmine, Spanish broom, beeswax and pear. The aromas follow through to the understated palate along with citrus and mineral. Vibrant acidity provides the framework. Drink 2018 through 2023.",Greco,Italy,60.0,93
"Grown on the shelf above the Tagus (Tejo) River, the wine is soft and ripe. It does have tannins that are well integrated into the spicy red fruits and dry core. The wine is rich, and the alcohol is noticeable in the pepper aftertaste. Drink now.",Portuguese Red,Portugal,7.0,84
"Although the wine is dry, it has a delicate softness that gives a broad spice and fruit character. The acidity is already well integrated into the ripe texture. It's not a wine for aging, but for drinking now as an apéritif.",Sylvaner,France,25.0,87
"Produced from the best parcels of the estate, this wine is structured, firm and concentrated. It is rich, hinting at dark chocolate flavors at this young stage along with dense tannins. As it matures, this will transform into a ripe and concentrated wine that is dark with black plum and juicy acidity. Drink from 2017.",Portuguese Red,Portugal,28.0,90
White currant aromas give an exotic character that is confirmed by the spice and ripe apricot flavors. Acidity is bright and fresh while the aftertaste moves the wine more to a warmer character.,Bordeaux-style White Blend,France,15.0,86
